"id","year","season","month","date_begin","date_end","date_begin_long","category","category_code","category_2","category_3","category_4","category_extra","description_original","description_comment","location","country"
"G0116",1894,"winter","12","17","17","1894-12-17","1:1:5:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5.4:stark","Heute gab es starken Sturm, der um die Dachfirsten heulte, dem Fußgänger den Mantel auseinanderwehte und den Händlern auf dem Weihnachtsmarkte ihre Leinen-Dächer zerriß und ihren Waaren manchen Schabernack anthat. ",NA,"lv:wl:riga:","lv"
"F2593",1876,"summer","6","4","4","1876-06-04","1:1:2:8:, 1:1:2:1:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"Paidest. [4.juunil.] ... Kui juba paar nädalat kuuma ja põusa päävapaiste ol 24°R palavuse käes tubliste olime higistanud [...] oli meile esile kord ka müristamist ja hää hoog vihma.",NA,"ee:me:ja:paide:","ee"
"F2708",1882,"spring","4","13","13","1882-04-13","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"Tallinnast. Esimene mürristamine sel aatal oli Tallinnas öösel, selle kuu 12 ja 13 päeva vahel.",NA,"ee:ne:tallinn:","ee"
"F2397",1870,"spring","5","28","28","1870-05-28","1:1:2:8:, 1:1:2:1:, 1:2:3:","1:1:2:8:","weather description","precipitation","thunderstorm","1:1:2:8:gewitter_viele, 1:1:2:8:schwer, 1:2:3:schornsteine","Pärnust. Üht ja teist. 28. Mail saddas nii ränka vihma kõue müristamisega, kui oa varrest, ja lõi pikne vanna apteki maja sisse purrustas korstna ärra ja süütas toas pomvilla teki põllema, ilma suuremat kahju tehtus, olla külm hoop olnud; sedda rohkem imekspanemise väärt, et mittekegi Pärnus ei mälleta pikset linnas majadesse sisselöönud ollevad.",NA,"ee:we:parnu:","ee"
"D183",1808,"autumn","10","27","27","1808-10-27","1:1:5:3:, 1:1:4:8:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)",NA,"Sturm aus SO",NA,"lv:ml:riga:","lv"
"C681",1822,"summer","7","5","5","1822-07-05","1:1:2:8:, 1:1:2:7:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,NA,"5.juulil rahe ja äike Karksis ja Volmari piirkonnas. Süütas maju ja hävitas vilja","lv:ml:valmiera:","lv"
"C1010",1834,"summer","8",NA,NA,"1834-08-NA","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm","1:1:2:8:stark","1834. Der ganze Sommer zeichnete sich durch anhaltende Hitze und Dürre mit fortwährend hohen Barometerstande aus. Erst spät im August traten bei heftigen Gewitter stärkere Regengüsse ein, und brachten die lang ersehnte Kühle, die aber zugleich vorbote des früh eintretenden Herbstes wurde",NA,"lv:","lv"
"C946",1829,"autumn","10","13","13","1829-10-13","1:1:5:3:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)","1:1:5:3:stark",NA,"11,12 okt. SW – WN torm edasi, kõrge meri ja murdlained. Vihm ja rahe. 13.okt. jõuti Naissaare juurde varjule, laeva tuli ajada randa. Ilm paks sajust, tuul tugev ja meri kõrge","ee:ne:ha:naissaar:","ee"
"F2648",1879,"autumn","10","30","30","1879-10-30","1:2:1:, 1:1:5:4:, 1:1:2:5:","1:2:1:","meteorological impacts","storm impact","storm impact","1:2:1:todesopfer_4","Baltiskast. Maru ja lumesadu olevat hiljuti Baltiska all nelja kalamehele uputuse surma toonud.",NA,"ee:we:la:paldiski:","ee"
"D187",1808,"autumn","11","27","27","1808-11-27","1:1:5:3, 1:1:4:6:","1:1:5:","weather description","wind strength","wind strength",NA,"stürmisch",NA,"lv:ml:riga:","lv"
"C1009",1834,"summer","8","23","23","1834-08-23","1:1:5:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:2:1:schiff",NA,"26.augusti kiri. 23.aug. algas hommikul kell 8 W-S torm – (selle tõttu Paldiski reidile mitu laeva, millised tulevad Peterburist Tallinnast","ee:we:la:paldiski:","ee"
"F3121",1890,"winter","1","3","3","1890-01-03","1:1:5:2:","1:1:5:2:","weather description","wind strength","moderate breeze (<bf6)","1:1:5:2:stark","Tallinnast. 3-mal Januaril on Inglis aurulaev “Talia” poomvilladega kange tuisuse ilmaga Revelsteini juures rikki läinud. [Meeskond pääses.]",NA,"ee:ne:tallinn:","ee"
"F2649",1879,"autumn","10","1","2","1879-10-01","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,"Tormiga ösel 1-2sel Oktobril aeti Tallinnas 4 laeva kadriutali alla mõde 3 on Some pulaevad üks on suur kaubalaev.",NA,"ee:h:we:kullamaa:","ee"
"G0299",1882,NA,"8","14","28","1882-08-14","1:1:5:3:, 1:1:4:3:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)","1:1:5:3:schiffahrt_eingeschränkt","Anstehende Westwinde bei schlechtem Wetter hielten unsere ganze Küstenschifffahrt zurück, so daß einige Fahrzeuge schon 14 Tage in Windau und Moonsund, auf hier bestimmt, liegen mußten",NA,"lv:wl:liepaja:","lv"
"G0042",1892,"autumn","11","12","12","1892-11-12","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:heftig, 1:1:5:4:schiffsinkt","Donnerstag Abend strandeten infolge eines heftigen Sturmes bei Domesnes der norwegische Schooner „Nordahl Brun"" und der schwedische Dampfer „Sverige"". ",NA,"lv:wl:du:kokasrags:","lv"
"G0196",1899,"autumn","9","13","13","1899-09-13","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:stark, 1:1:5:4:schifffahrt","Bei dem starken Sturm in der Nacht von vorigen Freitag auf Sonnabend sind zwei gekenterte Segler, einer bei Filsand auf Oesel und der andere auf Dagerort, angetrieben worden. Ob die Mannschaft sich  gerettet, ist zur Zeit noch unbekannt.",NA,"ee:we:sa:vilsandi, ee:we:hiiumaa:ristna:","ee"
"C800",1824,"winter","12","8","8","1824-12-08","1:1:5:2:","1:1:5:2:","weather description","wind strength","moderate breeze (<bf6)","1:1:5:2:stark",NA,"… 8.detsembril Hiiumaa lähistel  - pisut parem ilm","ee:we:hiiumaa:","ee"
"G0462",1885,NA,"12","13","13","1885-12-13","1:1:5:4:, 1:1:4:3:, 1:1:4:5:, 1:1:4:6:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,"Nach wenigen ruhigen Tagen wehte gestern ein steifer Sturm ans West und heute einer aus NNO. bei stark bewölktem Himmel mit Schneewehen",NA,"lv:wl:liepaja:","lv"
"G0308",1882,NA,"11","23","23","1882-11-23","1:1:5:3:, 1:1:4:3:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)",NA,"Heute Sturm aus West.",NA,"lv:wl:liepaja:","lv"
"G0165",1898,"spring","3","12","12","1898-03-12","1:1:5:3:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)","1:1:5:3:heftig","In der Nacht auf Sonntag, gegen 1 30 Uhr, war im Alexejew'schen Neubau gegenüber der Gasanstalt am Bastei-Boulevard Feuer ausgebrochen, welches, durch den heftigen Wind angefacht, im Augenblick die ganze untere Etage ergriffen hatte. Da die Befürchtung vorlag, daß durch den Sturm der ganze Neubau von den Flammen ergriffen werden könnte, wurde die Gesammtfeuerwehr alarmirt, doch gelang es der Berufsfeuerwehr, den Brand in verhältnißmäßig kurzer Zeit zu unterdrücken. Der Neubau soll versichert sein. ",NA,"lv:ml:riga:","lv"
"F3173",1890,"autumn","9","18","18","1890-09-18","1:1:2:8:, 1:1:5:2:","1:1:2:8:","weather description","precipitation","thunderstorm","1:1:5:2:stark","Aus Rvcht. 18sep. 1890 heftige NNW geweht hatte, um 7 ½ Uhr Abend ein Gewitter, welche bis 10 ½ Uhr dauerte, begleitet von starkem Regen und Hagel 9 ½ Uhr wurdez wir, am Theetishe sißend, durch einen hetfigen Bliß schlag aufgeschrecht, worauf im selben Moment in der Ecke des Zimmers eine im Durchmesser etwa vier Zoll große electische Kugel sichtbar werde, die sich etwa um 2´von der Decke zur Diele hinsenkte und mit einem pistolennähnlichen Knalle plaßte in selben Moment erschallte die Detonatrion des Donners. Auffallend ist es, daß nirgendwo eine Helle zu bemerken war, von wo der Kugelbbiß eingedrungen sein gonnte. Schaden hat der Bliß weiter nicht in die Telephonleitung beim Nachbargute Avandus ein, schmolz 100 Faden Draht, zerschlung 5 Posten und ging durch den Avadurchen Thelephonerparat, ohne weiteren Schaden zu verursachen.",NA,"ee:h:ne:simuna:","ee"
"G0057",1892,"winter","12","7","7","1892-12-07","1:1:5:4:, 1:1:4:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:stark, 1:2:1:todesopfer_1","Vormittags strandete bei schwerem Nord-West-Sturme, bei Paulshafen der Gaffelschoner »West«, die Besatzung ist bis auf einen Mann, welcher ertrank, gerettet.-",NA,"lv:wl:pa:","lv"
"F2815",1884,"spring","5","24","24","1884-05-24","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"Tartu maakonnast. Pikne on 24 mkp Vonnu kihelkonnas Aia vallas ühe talu hobusetallis põlema löönud. Tuli läinudlaiali ja põletanud veel pääle sella 7 hoonet ära, kõik aidad ja laudad. Mitmed loomad on haleda surma saanud.",NA,"ee:h:se:ta:vonnu:","ee"
"G0374",1884,NA,"5","9","10","1884-05-09","1:1:5:4:, 1:1:4:2, 1:1:4:3:, 1:1:4:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,"Seit gestern Mittag weht ein starker Sturm aus SW. bis NW.",NA,"lv:ml:ri:bolderaja:","lv"
"F3298",1894,"summer","8","12","12","1894-08-12","1:1:2:8:, 1:2:3:","1:1:2:8:","weather description","precipitation","thunderstorm","1:2:3:opfer","-Pärnus, Sauga maanteel, lõi pikne 12, aug. mehe ja hobuse maha. Pikema aja järele toibus hobuma jälle, kuna mees surnuks jäi. Mütsi põhja sisse oli pitkne tuli ümmarguse augu kõrvetanud.-",NA,"ee:we:parnu:","ee"
"C807",1824,"winter","12","18","18","1824-12-18","1:1:5:3:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)","1:1:5:3:stark",NA,"… kell 4 pärast lõunat oli laev Naissaare juures, ja kohe algas tihe, tugev lumetuisk, tugevad tuuleiilid nii et kliiver purunes","ee:ne:ha:naissaar:","ee"
"G0460",1885,NA,"11","16","22","1885-11-16","1:1:5:3:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)",NA,"Die ganze vergangene Woche war eine sehr ungünstige für die Schifffahrt. Sturm und hoher Seegang erlaubten nur ein paar flamm Dampfern während einer kurzen Ruhepause hinaus zu schlüpfen",NA,"lv:wl:liepaja:","lv"
"A437",1857,"autumn","9","9","10","1857-09-09","1:1:5:4:, 1:1:4:6:, 1:1:2:5:, 1:1:2:1:, 1:1:4:5:, 1:1:4:6:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:2:1:schiff","Reval, 13. September. In der Nacht vom 9. zum 10. d. M. erhob sich ein furchtbarer Sturm aus NNO., der gegen Morgen immer heftiger wurde, mit Regen und Schneegestöber gemischt, und sich erst den 11. gegen Morgen legte. Am 10. Morgens wurde ein Abends vorher aus der Rhede angelangter Englischer Dampfer, mit Ballast und 8 Passagieren von Stettin nach St. Petersburg bestimmt, vom Anker gerissen und bei Katharinenthal aus den Strand geworfen; die Passagiere sind gerettet. Bald daraus ward auch ein Schwedischer Schooner mit Kohlen und Alaun eben dahin geworfen; ein Finnländer mit Salz rettete sich in den Kriegshafen, wobei er sich etwas beschädigte",NA,"ee:ne:tallinn:","ee"
"A186",1852,"autumn","10","28","28","1852-10-28","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:dächer_bäume","Wasserstand so hoch, wie sich keiner erinnern kann; Sturm deckt Dächer ab, Bäume fallen",NA,"lv:wl:gr:","lv"
"F2922",1886,"summer","7","16","17","1886-07-16","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm","1:1:2:8:gewitter_viele, 1:1:2:8:sehrschwer","Järvamaalt. Tapa jaama lähidal Moe vallas oli 16.juulil õhtust kuni 17.juuli homikuni nii äga nii äge müristamine ja välgulöömine, mille sarnast keegi vana inimene ei mäleta olnud olevat. Taevas oli nagu tulemeri. Umbes vii minuti sees lõi välk vähemalt 200 korda. Kas ta ka kuskile sisse löönud, ei ole mul teada. 10.juulil lõi pikne Imastu mõisa küüni põlema, millega ühes ka hulk ristikheina ära põlenud.",NA,"ee:h:ne:ambla:tapa:","ee"
"G0066",1893,"spring","2","23","25","1893-02-23","1:1:5:4:, 1:1:4:2:, 1:1:4:6:, 1:1:4:8:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,"Nachdem auf milde Witterung am Dienstag, den 23. d. M.. bei NO-Wind strenger Frost bis 18 Gr. R. am Mittwoch früh, eingetreten, sprang in der Nacht auf Donnerstag der Wind nach SW um und steigerte sich am Donnerstag-Abend zum Sturm der die Nacht und heute den ganzen Tag. nachdem er schon am Morgen sich nach SO. gedreht.",NA,"ee:ne:tallinn:,   lv:wl:libau:","ee"
"A389",1852,"autumn","9","23","23","1852-09-23","1:1:5:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:2:1:schifffahrt_eingeschränkt","am Dienstag hatten fortwährend zunehmenden Wind, von 8 Uhr abends an bis 12 Uhr waren wir Sturmes halber gezwungen, an der Küste Schutz zu suchen",NA,"lv:wl:vp:irbene:","lv"
"F2667",1880,"summer","8","27","27","1880-08-27","1:1:2:8:, 1:1:2:1:, 1:2:3:","1:1:2:8:","weather description","precipitation","thunderstorm","1:1:2:8:schwer, 1:2:3:gebäude","Tallinnast. Kõne müistamine Kesknädalal   27.aug olevat Tallinnas kauge kõue müristamine ja vihmasadu olnud ja suve nii valju  häälega lõpetust teinud. Küüpffuri majas olevat pitkne haugud seinte sisse, aga siiski  mitte põlema löönud. Et keegi inimene see läbi kahju saanud, ei ole omeks mitte  kuulda.",NA,"ee:ne:tallinn:","ee"
"G0179",1898,"autumn","11","18","18","1898-11-18","1:1:5:4:, 1:1:4:3:, 1:1.4:2: ","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:schifffahrt","Eine Anzahl Fischer aus der Umgegend Libau, die bereits vorgestern mit mehreren Böten in See zum Fischfang gefahren waren, sind bisher nicht zurückgekehrt, so daß man fürchtet, daß ihnen infolge des heftigen West-Süd-West Sturmes auf hoher See ein Unfall gestoßen ist. — Gestern Vormittag wandten sich drei Frauen der vermißten Fischer telegraphisch an die Sackenhausen'sche Gutsverwaltung mit der Anfrage, ob dort in den letzten Tagen libaufche Fischer angekommen sind. Bis gestern Abend war eine telegraphische Antwort hier nicht eingetroffen. ",NA,"lv:wl:li:","lv"
"G0413",1885,NA,"3","7","7","1885-03-07","1:1:5:4:, 1:1:4:3:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:2:1:schifffahrt","Der anhaltende Westwind wuchs gestern zum Sturm auf. In Folge dessen konnten Schiffe weder ein- noch ausgehen und ist der Hafen mit Seglern und Dampfern reich besetzt",NA,"lv:wl:liepaja:","lv"
"G0148",1897,"summer","6","3","3","1897-06-03","1:1:5:4:, 1:1:5:5:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:2:1:gebäude","Sturm erhob fich gestern Nachmittag nach 5 Uhr kurz vor einem heftigen Gewitter, das fich über unserer Stadt und namentlich über der Umgegend derselben entlud. Wie wirerfahren, hat um dieselbe Zeit auf dem Staatsgute Pröpstingshof eine Windhose eine Scheune vollständig abgetragen, ja sogar 20 steinerne Pfeiler, welche das Dach der Scheune stützten, zertrümmert. ",NA,"lv:ml:riga:","lv"
"C663",1822,"winter","2","22","22","1822-02-22","1:1:5:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:stark","Laiusi mõisast, Tarto maal. Sel 22-sel Webruaril olli siin wägga kange tuul ja torm, mis õhto kello kaheksa nii kangeks läks, et üht kindlat numhärja lauta, mis puust tehtud, ja nelli aastad olli seisnud, hopis ümberajas. Üksteistkümmend serkast jäivad surnuks palkide alla, ja tõised saivad mõnda vigga: agga seitse innimest, kes sel kõrral laudas ollid härgi tassumas, peasid immelikult, ega saund ka sedda vähhemastki vigga, vaid puggesid kõik tervelt kokkolangenud hone ja tema palkide alt välja",NA,"ee:h:me:laiuse:","ee"
"G0302",1882,NA,"10","2","2","1882-10-02","1:1:5:3:, 1:1:4:6:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)",NA,"Des Nordost-Sturmes halber kam der in der vergangenen Woche von hier abgesegelte Küstenfahrer ""Anne Marie,"" Capt. I. Killmeier, gestern wieder in den Hafen zurück",NA,"lv:wl:liepaja:","lv"
"F3292",1894,"summer","7","29","29","1894-07-29","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"Sootagast. Reedi õhtul 29.julikuup. … [Äike, kusjuures välk vahetas värve: sinine, roosa, rohelise, lilla ja helevalge ... Ka küllalt suured kahjud ...]",NA,"ee:h:se:ta:äksi:","ee"
"G0110",1894,"autumn","10","19","19","1894-10-19","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:schwer; 1:1:5:4:schifffahrt","Gemeldete Bark, norweg. »Avanti"", liegt bereits stark überbogen auf der Backbordseite. Alle Segel zerrissen schweren Sturmes wegen ist das Rettungboot bei der Bark noch nicht angelangt. ",NA,"lv:wl:du:kokasrags:","lv"
"F2850",1885,"spring","5","9","9","1885-05-09","1:1:2:8:, 1:1:5:3:, 1:2:1:","1:1:2:8:","weather description","precipitation","thunderstorm","1:1:5:3:stark, 1:2:1:dächer, 1:2:1:bäume, 1:2:1:verbreiteteschäden","Hallistset kirjutatakse: 9.mail oli siin kange torm ühes müristamise, rahe ja vihmasajuga. Kuda kuulen, olla torm mitmel pool kahju teinud ühel kõrtsil viinud ta katuse pealt ära, murdnud metsas palju puid maha ja teinud muud kahju. Rahe terad olid umbes sõrmeotsa jämedused, aga et nad arvast tulivad, ei teinud nad palju kahju, muud kui mõned akna ruudud peksnud nad puruks.",NA,"ee:h:se:pa:halliste:","ee"
"C629",1820,"autumn","11","10","10","1820-11-10","1:1:5:3:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)",NA,NA,"10.nov. tuul tormiseks, ilm külmemaks lumetuisk tihenes","bs:gf:center:","bs"
"F2643",1879,"spring","4","10","10","1879-04-10","1:1:2:8:, 1:1:2:1:, 1:2:1:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"Ilmad hakkavad ikka ennam kevadiseks muutuma. [...] Kroustatti ja Peterburi vahhel hakkas veike massinate sõit 16mel Jürri k.p; Pernu saddamasse tulli essimene laev 10mal Jürri k.p. Tartus olli 13mal Jürri ku päeval kange mürristamine ja vihma saddu, nõnda, et suur vessi mitmes kohhas kahju teggi Villandi ümberkaudu olli Jürri ku hakkas vessi jõggedes ni kõrgeks tõusnud, et tekäijad nõnnes kohhas ennam eddasi ei peasenud; ühhes kohhas seal uppunud 3 post- hobust ärra, innimesed sanud Jummala abbiga surmast peastetud.",NA,"ee:se:tartu:","ee"
"F2615",1878,"spring","3","11","11","1878-03-11","1:1:2:8:, 1:1:2:5:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"Tartu maakonnast. Varane mürristamine. Laupääv 11. Märtsil on Puhja kihelkonnas Uhila kohal ja ümberkaudu pärast lõunat kella 5. ajal kange lumetorm valju mürristamisega õhtupoolt põhjapoole ja neljapääv 16.märtsil seesama lugu kange lumetormi ja mürristamisega pärast lõunat kellu 3 ajal hommiukpoolt põhjapoole käinud. ...",NA,"ee:h:se:ta:puhja:","ee"
"G0004",1890,"spring","3","16","16","1890-03-16","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:schifffahrt","Am 16. März Nachts strandete bei N-Sturm, Regen und Nebel bei Paulshafen der von Stockholm in Ballast nach Libau bestimmte schwedische Schraubendampfer „Anna""",NA,"lv:wl:pa:","lv"
"G0484",1886,NA,"9","17","17","1886-09-17","1:1:5:4:, 1:1:5:5:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:2:1:schiffsinkt, 1:2:1:schiffe","Ueber eine Wasserhose auf dem Peipus erfahren wir nach mündlichen Berichten eines Augenzeugen folgendes: Am Mittwoch den 17. Sept. machte sich der Dampfer „Alexander"" mit im Ganzen 7 Passagieren, einer Dame und sechs Herren bei herrlichstem Wetter und vollständig ruhi ger See von Dorpat aus nach Pleskau auf den Weg. Als der Dampfer sich in der Mitte des Peipus befand, wo das Land schon nach allen Seiten hin verschwand, erschien plötzlich am Horizont eine hohe, dichte Masse, die sich mit kolossaler Schnelligkeit näherte und über welche die beiden Passagiere, welche sie sahen, nicht im Klaren waren. Als sie den Kapitän darauf aufmerksam machten, ergriff dieser schnell selber das Ruder, ließ vollen Dampfgeben und steuerte schnell seitwärts. In drei Minuten war die einige Faden hohe und sehr dichte Wasserhose herbei  gekommen, ohne daß die Mehrzahl der Passagiere eine Ahnung von der drohenden Gefahr gehabt hätte, hatte das Bugspriet des Schiffes erfaßt und weggerissen, das Schiff selbst ganz seitwärts gelegt, hinter demselben ein Fischerboot mit zwei Insassen in die Luft gehoben und zersplittert. Der Dampfer wendete schnell und es gelang ihm. die beiden ohnmächtigen Fischer zu retten, dem Augenblicke ab herrschte starker Sturm bei hohem Wellenschläge. Die Wasserhose war ebenso schnell wie sie gekommen, verschwunden. ",NA,"ee:l:peipsi:","ee"
"G0279",1882,NA,"2","8","9","1882-02-08","1:1:5:4:, 1:2:1:, 1:1:2:5:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:sehrstark, 1:2:1:dächer","In der Nacht von Mittwoch auf Donnerstag und am darauf folgenden Tage wüthete hier ein orkantihnlicher Schnee-Sturm, der mehrfachen Schaden angerichtet, so wurde z. B. das Dach des Gymnasiums theilweise abgedeckt, an einer anderen Stelle wurde ein durch eine Eisenstange am Dache befestigte Aeolsharfe heruntergerissen, noch an verschiedenen anderen Orten soll durch den Sturm Schaden verursacht worden sein.",NA,"lv:wl:ku:","lv"
"G0049",1892,"autumn","11","27","27","1892-11-27","1:1:5:4:, 1:1:4:6:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,"Der russische Gaffelschooner ""Alfred"" mit Ballast nach Riga bestimmt, hat bei Domesnaes einen Anker und 45 Faden seiner Kette verloren. In Folge des Nord-Ost Sturmes konnte das Schiff Riga nicht erreichen und lief heute in unsern Hafen ein",NA,"lv:wl:du:kokasrags:","lv"
"F2665",1880,"summer","6","29","29","1880-06-29","1:1:2:8:, 1:1:2:1:, 1:1:5:4:, 1:2:1:","1:1:2:8:","weather description","precipitation","thunderstorm","1:1:5:4:sehrschwer, 1:2:1:dächer_bäume, 1:2:1:opfer","Pühapäeval 29end Juunil lõuna ajal käis üle Eestimaa kange maru tuul müristamise ja kange vihmaga. Hulk kattuksid on lõhki  kistud ja puid metsas mahemurtud. Tallinna lahe peal olid mittu linna kodaniku, kes  mere peal purjetasid suures hädas ja mõned inimesed uppusid ära.",NA,"ee:se:po:","ee"
"F3404",1898,"winter","12","1","1","1898-12-01","1:1:2:5:, 1:1:5:2:","1:1:2:5:","weather description","precipitation","snowfall","1:1:2:5:winter_beginn, 1:1:5:2:stark","Kuresaarest. Esimestel Detsembri kuu päevadel algas meil talve aeg kange tuisuga. Tuisk vältas mitu päeva.",NA,"ee:we:sa:saaremaa:kuressaare:","ee"
"F3113",1889,"summer","7","27","27","1889-07-27","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"„27-mal Juulil, s.a. lõi pikne Koigimõisa koolimaja  korstnast sisse, purustas korstna, ahju, maja ükse, aknad ja vigastas koolimeistri  elutoa põranda. Õnneks ei juhtunud sell silmapilgul ühtegi inimesti majas olema.",NA,"ee:h:me:jarvamaa:turi:","ee"
"F3143",1890,"summer","6","18","18","1890-06-18","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"Tartus oli 11-mal Juunil kange müristamine. Välk lõi hantvärgi seltsimaja sisse, aga ei teinud muud kahju, kui et ta mõned telefoni traadid katki käristanud nõnda et nende tükid põrandal maas laiali olid. Doomi varemete juures oli välk ka mööda traati alla maa sisse läinud. Tallinnas oli 18-mal Juunil müristamine kange kõue vihmaga ja rahega.",NA,"ee:ne:tallinn:","ee"
"G0628",1875,"autumn","9","25","25","1875-09-25","1:1:5:4:, 1:1:4:2:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,NA,NA,"lv:sl:jelgava:        ","lv"
"F2618",1878,"summer","7","10","10","1878-07-10","1:1:5:3:, 1:2:1:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)","1:1:5:3:stark, 1:2:1:bäume","Tallinnast. Kange torm. Esmaspääv ööse vastu teisipääva (10.juulil) on Tallinnas nii kange torm lõõtsutanud, et palju kahju teinud, aedades ja mujal üks Kadrintadis olevat torm umbes 50 suurt puud juurtega maha murdnud. ...",NA,"ee:ne:tallinn:","ee"
"F2597",1876,"summer","8","29","30","1876-08-29","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:stark","""PP"" No 42, 15.okt.: Kuresaarest Vali torm. [Kuivastus on sama torm möllanud ja ühe laeva rada ajanud, mis kõvasti kannatada saanud, meeskond päästetud.]",NA,"ee:we:sa:saaremaa:kuressaare:","ee"
"G0297",1882,NA,"8","3","3","1882-08-03","1:1:5:4:, 1:4:4:3:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:heftig","Feuer wurde Donnerstag von einem heftigen Sturme von neuem angefacht",NA,"lv:ml:jurmala:","lv"
"G0404",1884,NA,"11","25","27","1884-11-25","1:1:5:4:, 1:1:4:3:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:navigation_stopped","Der schon seit einigenTagen aus West wehende schwere Sturm hält eine große Zahl Schiffe im Hafen zurück, so daß heute hundertundfünfzehn Dampfer und Segler hier sind, die zum Theil zu drei und vier Tage an Bord liegen müssen",NA,"lv:wl:liepaja:","lv"
"D189",1808,"autumn","11","1","1","1808-11-01","1:1:5:3","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)",NA,"stürmisch",NA,"lv:ml:riga:","lv"
"F3150",1890,"summer","6","21","21","1890-06-21","1:1:5:3:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)","1:1:5:3:stark","Neljapäeval, 21.skp. oli mitmes paigas häkilisi tuuletõukamisi tunda. Tartus on see ajuline torm Dome mäe puid maha murdnud ja mõned majade katused maha kiskunud. Peipsi pää olnud aurulaevad ja lodjad kimbatuses.",NA,"ee:l:peipus:","ee"
"G0410",1885,NA,"2","14","14","1885-02-14","1:1:5:3:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)",NA,"http://periodika.lv/periodika2-viewer/view/index-dev.html?lang=fr#panel:pa|issue:/p_003_lzpo1885n037|article:DIVL60|query:Sturm|issueType:P",NA,"up-0024","up-0024"
"G0694",1870,"autumn","10","3","3","1870-10-03","1:1:5:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:2:1:schiffsinkt, 1:2:1:todesopfer_4","[...] Im mitauschen Stadttheile wurde am 3. October c., um 6 Uhr nachmittags auf der Düna zwischen Friedrichsholm und Schlampenholm ein Boot mit 8 Menschen vom Sturm umgeworfem von denen 4 [...] ertrunken sind, die übrigen aber durch Schwimmen an's Ufer sich gerettet haben.",NA,"lv:wl:riga:","lv"
