"id","year","season","month","date_begin","date_end","category","category_extra","location","description_original","description_comment","country","category_main"
"G0460",1885,NA,"11","16","22","1:1:5:3:",NA,"lv:wl:liepaja:","Die ganze vergangene Woche war eine sehr ungunstige fur die Schifffahrt. Sturm und hoher Seegang erlaubten nur ein paar flamm Dampfern wahrend einer kurzen Ruhepause hinaus zu schlupfen",NA,"lv","1:1:5"
"A437",1857,"autumn","9","9","10","1:1:5:4:","1:2:1:schiff","ee:ne:tallinn:","Reval, 13. September. In der Nacht vom 9. zum 10. d. M. erhob sich ein furchtbarer Sturm aus NNO., der gegen Morgen immer heftiger wurde, mit Regen und Schneegestober gemischt, und sich erst den 11. gegen Morgen legte. Am 10. Morgens wurde ein Abends vorher aus der Rhede angelangter Englischer Dampfer, mit Ballast und 8 Passagieren von Stettin nach St. Petersburg bestimmt, vom Anker gerissen und bei Katharinenthal aus den Strand geworfen; die Passagiere sind gerettet. Bald daraus ward auch ein Schwedischer Schooner mit Kohlen und Alaun eben dahin geworfen; ein Finnlander mit Salz rettete sich in den Kriegshafen, wobei er sich etwas beschadigte",NA,"ee","1:1:5"
"A186",1852,"autumn","10","28","28","1:1:5:4:","1:1:5:4:dacher_baume","lv:wl:gr:","Wasserstand so hoch, wie sich keiner erinnern kann; Sturm deckt Dacher ab, Baume fallen",NA,"lv","1:1:5"
"F2922",1886,"summer","7","16","17","1:1:2:8:","1:1:2:8:gewitter_viele, 1:1:2:8:sehrschwer","ee:h:ne:ambla:tapa:","Jarvamaalt. Tapa jaama lahidal Moe vallas oli 16.juulil ohtust kuni 17.juuli homikuni nii aga nii age muristamine ja valguloomine, mille sarnast keegi vana inimene ei maleta olnud olevat. Taevas oli nagu tulemeri. Umbes vii minuti sees loi valk vahemalt 200 korda. Kas ta ka kuskile sisse loonud, ei ole mul teada. 10.juulil loi pikne Imastu moisa kuuni polema, millega uhes ka hulk ristikheina ara polenud.",NA,"ee","1:1:2"
"G0066",1893,"spring","2","23","25","1:1:5:4:",NA,"ee:ne:tallinn:,   lv:wl:libau:","Nachdem auf milde Witterung am Dienstag, den 23. d. M.. bei NO-Wind strenger Frost bis 18 Gr. R. am Mittwoch fruh, eingetreten, sprang in der Nacht auf Donnerstag der Wind nach SW um und steigerte sich am Donnerstag-Abend zum Sturm der die Nacht und heute den ganzen Tag. nachdem er schon am Morgen sich nach SO. gedreht.",NA,"ee","1:1:5"
"A389",1852,"autumn","9","23","23","1:1:5:4:","1:2:1:schifffahrt_eingeschrankt","lv:wl:vp:irbene:","am Dienstag hatten fortwahrend zunehmenden Wind, von 8 Uhr abends an bis 12 Uhr waren wir Sturmes halber gezwungen, an der Kuste Schutz zu suchen",NA,"lv","1:1:5"
"F2667",1880,"summer","8","27","27","1:1:2:8:","1:1:2:8:schwer, 1:2:3:gebaude","ee:ne:tallinn:","Tallinnast. Kone muistamine Kesknadalal   27.aug olevat Tallinnas kauge koue muristamine ja vihmasadu olnud ja suve nii valju  haalega lopetust teinud. Kuupffuri majas olevat pitkne haugud seinte sisse, aga siiski  mitte polema loonud. Et keegi inimene see labi kahju saanud, ei ole omeks mitte  kuulda.",NA,"ee","1:1:2"
"G0179",1898,"autumn","11","18","18","1:1:5:4:","1:1:5:4:schifffahrt","lv:wl:li:","Eine Anzahl Fischer aus der Umgegend Libau, die bereits vorgestern mit mehreren Boten in See zum Fischfang gefahren waren, sind bisher nicht zuruckgekehrt, so da<U+00DF> man furchtet, da<U+00DF> ihnen infolge des heftigen West-Sud-West Sturmes auf hoher See ein Unfall gesto<U+00DF>en ist. — Gestern Vormittag wandten sich drei Frauen der vermi<U+00DF>ten Fischer telegraphisch an die Sackenhausen'sche Gutsverwaltung mit der Anfrage, ob dort in den letzten Tagen libaufche Fischer angekommen sind. Bis gestern Abend war eine telegraphische Antwort hier nicht eingetroffen. ",NA,"lv","1:1:5"
"G0413",1885,NA,"3","7","7","1:1:5:4:","1:2:1:schifffahrt","lv:wl:liepaja:","Der anhaltende Westwind wuchs gestern zum Sturm auf. In Folge dessen konnten Schiffe weder ein- noch ausgehen und ist der Hafen mit Seglern und Dampfern reich besetzt",NA,"lv","1:1:5"
"G0148",1897,"summer","6","3","3","1:1:5:4:","1:2:1:gebaude","lv:ml:riga:","Sturm erhob fich gestern Nachmittag nach 5 Uhr kurz vor einem heftigen Gewitter, das fich uber unserer Stadt und namentlich uber der Umgegend derselben entlud. Wie wirerfahren, hat um dieselbe Zeit auf dem Staatsgute Propstingshof eine Windhose eine Scheune vollstandig abgetragen, ja sogar 20 steinerne Pfeiler, welche das Dach der Scheune stutzten, zertrummert. ",NA,"lv","1:1:5"
"C663",1822,"winter","2","22","22","1:1:5:4:","1:1:5:4:stark","ee:h:me:laiuse:","Laiusi moisast, Tarto maal. Sel 22-sel Webruaril olli siin wagga kange tuul ja torm, mis ohto kello kaheksa nii kangeks laks, et uht kindlat numharja lauta, mis puust tehtud, ja nelli aastad olli seisnud, hopis umberajas. Uksteistkummend serkast jaivad surnuks palkide alla, ja toised saivad monda vigga: agga seitse innimest, kes sel korral laudas ollid hargi tassumas, peasid immelikult, ega saund ka sedda vahhemastki vigga, vaid puggesid koik tervelt kokkolangenud hone ja tema palkide alt valja",NA,"ee","1:1:5"
"G0302",1882,NA,"10","2","2","1:1:5:3:",NA,"lv:wl:liepaja:","Des Nordost-Sturmes halber kam der in der vergangenen Woche von hier abgesegelte Kustenfahrer ""Anne Marie,"" Capt. I. Killmeier, gestern wieder in den Hafen zuruck",NA,"lv","1:1:5"
"F3292",1894,"summer","7","29","29","1:1:2:8:",NA,"ee:h:se:ta:aksi:","Sootagast. Reedi ohtul 29.julikuup. … [Aike, kusjuures valk vahetas varve: sinine, roosa, rohelise, lilla ja helevalge ... Ka kullalt suured kahjud ...]",NA,"ee","1:1:2"
"G0110",1894,"autumn","10","19","19","1:1:5:4:","1:1:5:4:schwer; 1:1:5:4:schifffahrt","lv:wl:du:kokasrags:","Gemeldete Bark, norweg. »Avanti"", liegt bereits stark uberbogen auf der Backbordseite. Alle Segel zerrissen schweren Sturmes wegen ist das Rettungboot bei der Bark noch nicht angelangt. ",NA,"lv","1:1:5"
"F2850",1885,"spring","5","9","9","1:1:2:8:","1:1:5:3:stark, 1:2:1:dacher, 1:2:1:baume, 1:2:1:verbreiteteschaden","ee:h:se:pa:halliste:","Hallistset kirjutatakse: 9.mail oli siin kange torm uhes muristamise, rahe ja vihmasajuga. Kuda kuulen, olla torm mitmel pool kahju teinud uhel kortsil viinud ta katuse pealt ara, murdnud metsas palju puid maha ja teinud muud kahju. Rahe terad olid umbes sormeotsa jamedused, aga et nad arvast tulivad, ei teinud nad palju kahju, muud kui moned akna ruudud peksnud nad puruks.",NA,"ee","1:1:2"
"C629",1820,"autumn","11","10","10","1:1:5:3:",NA,"bs:gf:center:",NA,"10.nov. tuul tormiseks, ilm kulmemaks lumetuisk tihenes","bs","1:1:5"
"F2643",1879,"spring","4","10","10","1:1:2:8:",NA,"ee:se:tartu:","Ilmad hakkavad ikka ennam kevadiseks muutuma. [...] Kroustatti ja Peterburi vahhel hakkas veike massinate soit 16mel Jurri k.p; Pernu saddamasse tulli essimene laev 10mal Jurri k.p. Tartus olli 13mal Jurri ku paeval kange murristamine ja vihma saddu, nonda, et suur vessi mitmes kohhas kahju teggi Villandi umberkaudu olli Jurri ku hakkas vessi joggedes ni korgeks tousnud, et tekaijad nonnes kohhas ennam eddasi ei peasenud; uhhes kohhas seal uppunud 3 post- hobust arra, innimesed sanud Jummala abbiga surmast peastetud.",NA,"ee","1:1:2"
"F2615",1878,"spring","3","11","11","1:1:2:8:",NA,"ee:h:se:ta:puhja:","Tartu maakonnast. Varane murristamine. Laupaav 11. Martsil on Puhja kihelkonnas Uhila kohal ja umberkaudu parast lounat kella 5. ajal kange lumetorm valju murristamisega ohtupoolt pohjapoole ja neljapaav 16.martsil seesama lugu kange lumetormi ja murristamisega parast lounat kellu 3 ajal hommiukpoolt pohjapoole kainud. ...",NA,"ee","1:1:2"
"G0004",1890,"spring","3","16","16","1:1:5:4:","1:1:5:4:schifffahrt","lv:wl:pa:","Am 16. Marz Nachts strandete bei N-Sturm, Regen und Nebel bei Paulshafen der von Stockholm in Ballast nach Libau bestimmte schwedische Schraubendampfer „Anna""",NA,"lv","1:1:5"
"G0484",1886,NA,"9","17","17","1:1:5:4:","1:2:1:schiffsinkt, 1:2:1:schiffe","ee:l:peipsi:","Ueber eine Wasserhose auf dem Peipus erfahren wir nach mundlichen Berichten eines Augenzeugen folgendes: Am Mittwoch den 17. Sept. machte sich der Dampfer „Alexander"" mit im Ganzen 7 Passagieren, einer Dame und sechs Herren bei herrlichstem Wetter und vollstandig ruhi ger See von Dorpat aus nach Pleskau auf den Weg. Als der Dampfer sich in der Mitte des Peipus befand, wo das Land schon nach allen Seiten hin verschwand, erschien plotzlich am Horizont eine hohe, dichte Masse, die sich mit kolossaler Schnelligkeit naherte und uber welche die beiden Passagiere, welche sie sahen, nicht im Klaren waren. Als sie den Kapitan darauf aufmerksam machten, ergriff dieser schnell selber das Ruder, lie<U+00DF> vollen Dampfgeben und steuerte schnell seitwarts. In drei Minuten war die einige Faden hohe und sehr dichte Wasserhose herbei  gekommen, ohne da<U+00DF> die Mehrzahl der Passagiere eine Ahnung von der drohenden Gefahr gehabt hatte, hatte das Bugspriet des Schiffes erfa<U+00DF>t und weggerissen, das Schiff selbst ganz seitwarts gelegt, hinter demselben ein Fischerboot mit zwei Insassen in die Luft gehoben und zersplittert. Der Dampfer wendete schnell und es gelang ihm. die beiden ohnmachtigen Fischer zu retten, dem Augenblicke ab herrschte starker Sturm bei hohem Wellenschlage. Die Wasserhose war ebenso schnell wie sie gekommen, verschwunden. ",NA,"ee","1:1:5"
"G0279",1882,NA,"2","8","9","1:1:5:4:","1:1:5:4:sehrstark, 1:2:1:dacher","lv:wl:ku:","In der Nacht von Mittwoch auf Donnerstag und am darauf folgenden Tage wuthete hier ein orkantihnlicher Schnee-Sturm, der mehrfachen Schaden angerichtet, so wurde z. B. das Dach des Gymnasiums theilweise abgedeckt, an einer anderen Stelle wurde ein durch eine Eisenstange am Dache befestigte Aeolsharfe heruntergerissen, noch an verschiedenen anderen Orten soll durch den Sturm Schaden verursacht worden sein.",NA,"lv","1:1:5"
"G0049",1892,"autumn","11","27","27","1:1:5:4:",NA,"lv:wl:du:kokasrags:","Der russische Gaffelschooner ""Alfred"" mit Ballast nach Riga bestimmt, hat bei Domesnaes einen Anker und 45 Faden seiner Kette verloren. In Folge des Nord-Ost Sturmes konnte das Schiff Riga nicht erreichen und lief heute in unsern Hafen ein",NA,"lv","1:1:5"
"F2665",1880,"summer","6","29","29","1:1:2:8:","1:1:5:4:sehrschwer, 1:2:1:dacher_baume, 1:2:1:opfer","ee:se:po:","Puhapaeval 29end Juunil louna ajal kais ule Eestimaa kange maru tuul muristamise ja kange vihmaga. Hulk kattuksid on lohki  kistud ja puid metsas mahemurtud. Tallinna lahe peal olid mittu linna kodaniku, kes  mere peal purjetasid suures hadas ja moned inimesed uppusid ara.",NA,"ee","1:1:2"
"F3404",1898,"winter","12","1","1","1:1:2:5:","1:1:2:5:winter_beginn, 1:1:5:2:stark","ee:we:sa:saaremaa:kuressaare:","Kuresaarest. Esimestel Detsembri kuu paevadel algas meil talve aeg kange tuisuga. Tuisk valtas mitu paeva.",NA,"ee","1:1:2"
"F3113",1889,"summer","7","27","27","1:1:2:8:",NA,"ee:h:me:jarvamaa:turi:","„27-mal Juulil, s.a. loi pikne Koigimoisa koolimaja  korstnast sisse, purustas korstna, ahju, maja ukse, aknad ja vigastas koolimeistri  elutoa poranda. Onneks ei juhtunud sell silmapilgul uhtegi inimesti majas olema.",NA,"ee","1:1:2"
"F3143",1890,"summer","6","18","18","1:1:2:8:",NA,"ee:ne:tallinn:","Tartus oli 11-mal Juunil kange muristamine. Valk loi hantvargi seltsimaja sisse, aga ei teinud muud kahju, kui et ta moned telefoni traadid katki karistanud nonda et nende tukid porandal maas laiali olid. Doomi varemete juures oli valk ka mooda traati alla maa sisse lainud. Tallinnas oli 18-mal Juunil muristamine kange koue vihmaga ja rahega.",NA,"ee","1:1:2"
"G0628",1875,"autumn","9","25","25","1:1:5:4:",NA,"lv:sl:jelgava:        ",NA,NA,"lv","1:1:5"
"F2618",1878,"summer","7","10","10","1:1:5:3:","1:1:5:3:stark, 1:2:1:baume","ee:ne:tallinn:","Tallinnast. Kange torm. Esmaspaav oose vastu teisipaava (10.juulil) on Tallinnas nii kange torm lootsutanud, et palju kahju teinud, aedades ja mujal uks Kadrintadis olevat torm umbes 50 suurt puud juurtega maha murdnud. ...",NA,"ee","1:1:5"
"F2597",1876,"summer","8","29","30","1:1:5:4:","1:1:5:4:stark","ee:we:sa:saaremaa:kuressaare:","""PP"" No 42, 15.okt.: Kuresaarest Vali torm. [Kuivastus on sama torm mollanud ja uhe laeva rada ajanud, mis kovasti kannatada saanud, meeskond paastetud.]",NA,"ee","1:1:5"
"G0297",1882,NA,"8","3","3","1:1:5:4:","1:1:5:4:heftig","lv:ml:jurmala:","Feuer wurde Donnerstag von einem heftigen Sturme von neuem angefacht",NA,"lv","1:1:5"
"G0404",1884,NA,"11","25","27","1:1:5:4:","1:1:5:4:navigation_stopped","lv:wl:liepaja:","Der schon seit einigenTagen aus West wehende schwere Sturm halt eine gro<U+00DF>e Zahl Schiffe im Hafen zuruck, so da<U+00DF> heute hundertundfunfzehn Dampfer und Segler hier sind, die zum Theil zu drei und vier Tage an Bord liegen mussen",NA,"lv","1:1:5"
"D189",1808,"autumn","11","1","1","1:1:5:3",NA,"lv:ml:riga:","sturmisch",NA,"lv","1:1:5"
"F3150",1890,"summer","6","21","21","1:1:5:3:","1:1:5:3:stark","ee:l:peipus:","Neljapaeval, 21.skp. oli mitmes paigas hakilisi tuuletoukamisi tunda. Tartus on see ajuline torm Dome mae puid maha murdnud ja moned majade katused maha kiskunud. Peipsi paa olnud aurulaevad ja lodjad kimbatuses.",NA,"ee","1:1:5"
"G0410",1885,NA,"2","14","14","1:1:5:3:",NA,"up-0024","http://periodika.lv/periodika2-viewer/view/index-dev.html?lang=fr#panel:pa|issue:/p_003_lzpo1885n037|article:DIVL60|query:Sturm|issueType:P",NA,"up-0024","1:1:5"
"G0694",1870,"autumn","10","3","3","1:1:5:4:","1:2:1:schiffsinkt, 1:2:1:todesopfer_4","lv:wl:riga:","[...] Im mitauschen Stadttheile wurde am 3. October c., um 6 Uhr nachmittags auf der Duna zwischen Friedrichsholm und Schlampenholm ein Boot mit 8 Menschen vom Sturm umgeworfem von denen 4 [...] ertrunken sind, die ubrigen aber durch Schwimmen an's Ufer sich gerettet haben.",NA,"lv","1:1:5"
"F3127",1890,"winter","2","21","21","1:1:5:2:","1:1:5:2:stark","ee:we:la:paldiski:","Baltiskist teatatakse 21.veebruaril. Kange lounaohtu tuul kihutas jaa sadamast minema.",NA,"ee","1:1:5"
"A406",1849,"summer","6","5","5","1:1:5:4:",NA,"lv:s:","Am 4 /ie- Juni, um 4 Uhr nachmittags, von Riga und um 6 Uhr von Bolderaa abgegangen, hatten wir OSO.-Wind, am 5. WSW.-Sturm mit Regen",NA,"lv","1:1:5"
"A337",1863,"winter","2","16","16","1:1:5:4:",NA,"lv:ml:ri:bolderaja:","Bei dem eingetretenen West-Sturm zerbrach gestern das Eis in See, sowie in der Duna bis zur Bolderaa und ist in der Nacht in See hinausgetrieben. ",NA,"lv","1:1:5"
"G0445",1885,NA,"7","4","4","1:1:5:5:",NA,"ee:h:se:pa:karksi:,   lv:ml:sm:","einen Wirbelsturm, der in Palzmar und Karkus Uber 200 Kleerauken zerstorte",NA,"ee","1:1:5"
"C1007",1834,"summer","6","21","31","1:1:5:4:","1:1:5:4:schifffahrt_eingeschrankt","ee:we:la:paldiski:",NA,"1.juuli kiri. Jumal onnistas meie randa jalle kord kuigi see vois toimuda ainult seetottu, et tormid mollasid ja sundisid laevu sisse poorama","ee","1:1:5"
"C461",1808,"autumn","11","2","2","1:1:5:4:","1:1:5:4:stark, 1:2:1:schiffsinkt","ee:ne:ha:aegna:",NA,"2.nov.(u.k.) tugev torm pohjatuulega ja laev soitis Aegna saare laane kuljele","ee","1:1:5"
"G0113",1894,"winter","12","1","3","1:1:5:4:","1:1:5:4:heftig, 1:1:5.4.schifffahrt","lv:wl:du:kokasrags:","Gestern wehte ein heftiger Sturm aus SSW. bei hohem Barometerstande. Trotz des sehr wilden Seeganges gingen 6 Dampfer nach See. Unter diesen befand sich auch der norwegische Dampfer „Reserven"" (219 Regist Tons), welcher jedoch dem hohen Wellen nicht erfolgreich entgegenarbeiten konnte daher umkehren mu<U+00DF>te und hinter den Wellenbrecher zu Anker ging. ",NA,"lv","1:1:5"
"F3286",1894,"summer","7","1","1","1:1:2:8:",NA,"ee:se:vo:vastseliina:","Vastselinnast. 1.julil poletiau pikne siin Preeksa talu maha, ei jaanud muud jarele kui uks ait.",NA,"ee","1:1:2"
"A429",1857,"autumn","9","10","16","1:1:5:5:","1:1:5:5:sehrstark","lv:ml:riga:","Der Orkan, der in der Nacht vom 9. zum 10. zu toben begann und mit einigen Unterbrechungen und abwechselnder Starke bis heute Morgeu fortdauerte",NA,"lv","1:1:5"
"F2493",1872,"summer","6","8","8","1:1:5:4:","1:1:5:4:stark, 1:1:2:8:gewitter_viele, 1:1:2:8:schwer","ee:h:we:saaremaa:poide:",NA,"Saaremaalt ilmadest. [Aprillis vaga soe ja niiske kuni 12.maini, siis laks palavaks ja kuivaks, 31.mail 3 paeva jarjest sadu, seejarel jalle sooja ja kuiva. 8.juunil Maasi vallas hirmus aike, torm, rahe. Koige pealt vihm, siis 3 min. lund, jalle vihma 5 min. ja lopuks rahet mis paljo kahju tegi","ee","1:1:5"
"F2786",1892,NA,NA,NA,NA,"1:1:2:8:",NA,"ee:h:li:",NA,"aikesevaatlused: Struktuur (jark. Nr.;  kuupaev; kellaeg; vihma kestvus kellaajaliselt; rahe kestvus; kust ilmakaarest tuli, kuhu laks; pilvede liik ja liikumine; kahjustused. Teated umbruskonnas toimunud ja teatavaks saanud aikestest ja nende kahjustustest. Ajalehe valjaloiked (teated aikese esinemise, rahe esinemise ja kahjude kohta). Uleujutused, suured tormid, atmosfaari nahted, randlindude saabumine, kevade tulek. Kaigarodovi ilmabulletanid; Dr. Falk'I ilmaprognoosid. Ilmastiku iseloomustusi Laane-Euroopast.","ee","1:1:2"
"G0387",1884,NA,"9","8","8","1:1:5:3:",NA,"lv:wl:liepaja:","Nach langer Zeit weht heute ein kleiner Sturm aus Nordwesten",NA,"lv","1:1:5"
"F3098",1889,"summer","6","5","5","1:1:2:8:",NA,"ee:h:ne:lyganuse:aidu:","5.skp loi pikne Aidu-Paistu 12-aastase peretutre, kes  karjas kais, ja kaks lehma surnuks.",NA,"ee","1:1:2"
"G0430",1885,NA,"5","28","28","1:1:5:4:","1:2:1:verberitete_schaden, 1:2:1:gebaude","lv:sl:ja:, lt:","Ueber das Unwetter vom 28. Mai, welches an mehreren Orten, z. B. auch in der Friedrichstadtischen Umgegend, viel Schaden angerichtet hat, geht den ..Latw. Aw."" aus Bauske eine Schilderung zn, der folgendes zu entnehmen. Um die Mittagszeit des genannten Tages erhoben sich im Westen blaurothe Wolken und man horte Donnerge  roll. Die Arbeiter des B o r n s mu n d e feh e n  Puhzal-Gesindes begaben sich gerade zum Mittags essen nach Haufe, einer der Knechte wollte noch die Saat besehen, als ein Blitzstrahl, ihm gerade anf den  Kopf fahrend, ihn todtete. Es wurde jetzt immer dunkler, so da<U+00DF> man gegen 4 Uhr ohne Licht im Zimmer nicht mehr sehen konnte. Es regnete in Stromen, und bald hatte es auch im Jumpraweetenschen Luhke-Gesinde eingeschlagen, woselbst der Viehstall mit sammtlichem Vieh, die Kleete und die Riege niederbrannten, obwohl die Bauskesche  Feuerwehr zum Loschen herbeieilte. — Auch jenseits der lithauischen G r e n z e hat der Blitz einen Krug und eine Windmuhle in Brand gesteckt, doch noch mehr hat hier der Hagel Schaden angerichtet.  Der letztere hat anch 5 Wirthen der Zerranxtschen Gemeinde die Felder verwustet, er ist so heftig niedergeprasselt, da<U+00DF> sogar Fensterscheiben zertrummert worden sind. Durch den Sturm wurde gleichzeitig in einem Gutchen der Stall umgeworfen und dabei ein Pferd erschlagen, wahrend von einem anderen umsturzenden Gebaude vier Arbeiter beschadigt wur den. Der Schaden an umgebrochenen Baumen ist gleichfalls nicht gering. ",NA,"lv","1:1:5"
"A364",1867,"spring","4","26","26","1:1:5:3:",NA,"lv:ml:riga:","Die Witterung war bisher rauh und regnicht; heute klar und Sturm aus Westen",NA,"lv","1:1:5"
"C757",1823,"winter","12","19","21","1:1:5:4:","1:2:1:schiff","ee:b:vainameri:",NA,"19.detsembril nii tugev lumesadu, et pole nahtavust; 20.detsembril torm jatkub, satuvad karile ja lahevad paadiga maale Alt-Werpeli moisa all, tuul SSW. 21.detsembril torm S-st, hakati paastma laadungit. Laev muutus vrakiks","ee","1:1:5"
"A77",1824,"winter","12","8","9","1:1:5:5:","1:2:1:schifffahrt_eingeschrankt, hafen","lv:wl:liepaja:","Orkan aus SSW, Uberschwemmung, Beschadigung des Hafens, der Kuste, Schiffe",NA,"lv","1:1:5"
"C947",1829,"autumn","10","13","13","1:1:5:3:","1:1:5:4:stark, 1:2:1:schiff","ee:we:ruhnu:",NA,"13.oktoobril tuul poordub WNW ja muutub jalle tormiseks, vihmahood vahelduvad rahehoogudega. Tugev tuul ja korge meri kahjustasid laeva. 20.oktoobril hea ilm ja laev tuuakse sleppis Parnu sadamasse","ee","1:1:5"
"A474",1869,"autumn","10","1","2","1:1:5:4:","1:1:5:4:heftig, 1:2:1:schiffsinkt","ee:we:sa:saaremaa:,   lv:s:","Es liegen auf Oesel gegenwartig 3 mit Eisenbahnschienen beladene Schiffe auf dem Strande, die auf der Fahrt nach Kronstadt wahrend der kurzen Zeit vom 17. Sept. bis 2. Oct. in Folge der heftigen Sturme an unserer Kuste verungluckten. Am 17. Sept. strandete der engl. Dampfer „Dervent"", Capt. Damis, mit 2932 Schienen von Cardiff kommend, auf dem Riff „Petkesma"" unter Carral; am 1. Oct. der schwedische Schoner „Rio"", Capt. Hilberg, mit 1370 Schienen von Newport kommend, welcher 2 Werst vom Ufer sank, und in der Nacht vom 1. auf den 2. Oct. der englische Schoner „Diana""",NA,"ee","1:1:5"
"G0389",1884,NA,"9","28","28","1:1:5:3:",NA,"lv:wl:liepaja:","Nachdem an einem Tag ein kleiner Sturm aus SSW. wehte",NA,"lv","1:1:5"
"A394",1848,"summer","7","25","28","1:1:5:4:","1:1:5:4:stark","lv:s:","hatten wir starke Gewitter bei fortwahrendem WSW.-Sturm mit hoher See von da bis Bolderaa",NA,"lv","1:1:5"
"G0573",1889,NA,"4","11","11","1:1:5:4:","1:1:5:4:orkanartig","lv:ml:ju:","da<U+00DF> gestern zwischen 6 und 7 Uhr Abends dortselbst ein orkanartiger Sturm gewuthet hat. Das Stationsgebaude ist zerstort worden: die Dacher der Plattformen und Gebaude sind abgetragen und einzelne Stucke bis in den Hornischen Konzertgarten geschleudert worden; die Wande des Wartesaales sind eingesturzt, die Flugel des Hauptgebaudes sind jedoch unversehrt geblieben. Menschenleben sind nicht zu beklagen. Der Verkehr ist nicht unterbrochen worden.",NA,"lv","1:1:5"
"F2594",1876,"summer","8","14","14","1:1:5:4:","1:1:5:4:stark","ee:h:vo:rapina:","Voru maakonnast. Kangest tormist mis 14 ja 30 Augustil Rapina kihelkonnas Peipsi jarve aares monesugust kahju teinud kirjutatakse: [Linad suurelt jaolt havitatud..., kuiv torm.]",NA,"ee","1:1:5"
"C733",1823,"summer","7","8","8","1:1:5:4:","1:1:5:4:extrem","ee:we:parnu:","Pernau. Am 8. July abends zw. 8 und 9 Uhr erhob sich plotzlich aus der see ein Orkan",NA,"ee","1:1:5"
"C755",1823,"winter","12","5","14","1:1:5:3:","1:1:5:3:stark","lv:ml:ri:boderaja:",NA,"laev seisis 5.-14. Detsembrini Riia all Bolderaa juures vaga tugevate vastas tuulte parast","lv","1:1:5"
"A401",1848,"summer","6","6","6","1:1:2:8:","1:1:2:8:sehrschwer","lv:s:","Am 5/17. Juni von Riga um 4 Uhr und um 6 Uhr abends in See gegangen, hatten wir am 6. vormittags ein schweres Gewitter nebst Schauer und orkanma<U+00DF>igem Winde",NA,"lv","1:1:2"
"G0051",1892,"autumn","11","27","27","1:1:5:4:","1:1:5:4:stark;1:1:5:4:schifffahrt",NA,"http://periodika.lv/periodika2-viewer/view/index-dev.html?lang=fr#panel:pa|issue:/zfsl1892n272|article:DIVL106|query:Sturm|issueType:P;http://periodika.lv/periodika2-viewer/view/index-dev.html?lang=fr#panel:pa|issue:/zfsl1892n272|article:DIVL85|query:Sturme|issueType:P","Zeitung fur Stadt und Land 1892",NA,"1:1:5"
"G0485",1886,NA,"11","14","14","1:1:5:4:",NA,"lv:wl:liepaja:","Der gestrige N. W. Sturm blies das Wasser im Hafen zu einem Stand auf, wie er seit lange nicht gewesen ist",NA,"lv","1:1:5"
"G0188",1898,"winter","12","22","22","1:1:5:4:","1:1:5:4:schifffahrt, 1:2:1:schiff","lv:ml:bolderaja:","am 22. December folgendes Telegramm zu: Heute Morgen versuchte der danische Dampfer ""Rolf"" ohne Lootsen in den Hafen zu kommen, gerieth aber infolge Stromverfetzung bei einer Schneeboe auf der Westbank an Grund und verlor sein Steuer, kam jedoch nach ca. «/t Stunden ohne Assistenz wieder flott, und liegt augenblicklich auf der Seerhede vor Anker, woselbst er besseres Wetter abwarten ma<U+00DF>, am mit Dampfer-Asfistenz einkommen zu konnen. Die Lootfen waren heute Morgen zur Besetzung der ankommenden Schiffe in See entgegen gefahren, konnten aber bei dem herrschenden Sturme des hohen Seeganges wegen ""Rolf"" nicht beistehen. ",NA,"lv","1:1:5"
"A177",1848,"autumn","11","18","18","1:1:5:4:","1:2:1:kirche","lv:ml:riga:","Turm der Johanniskirche wird durch Sturm beschadigt",NA,"lv","1:1:5"
"G0689",1872,"spring","5","10","10","1:1:5:4:","1:1:5:4:heftig,  1:2:1:dacher_gebaude, 1:2:1:fenster","lv:ml:sigulda:","Segewold . 15. Mai. Am letztvergangenen Mittwoch, den 10. Mai, sind wir im segewoldschen Kirchspiele von einem entsetzlichen Unwetter heimgesucht worden, von welchem ich nicht unterlassen kann, Ihnen kurzen Bericht abzustatten.",NA,"lv","1:1:5"
"F3296",1894,"summer","8",NA,NA,"1:1:2:8:","1:1:2:8:gewitter_viele, 1:1:2:8:schwer","ee:h:ne:vaivara:vaivara:","… Aus Waiwara: ist dieses jahre an Gewitter am reicsten. 1887 hatten wir an 27 Tagen Gewitter (nicht Wetterleuchten) nuud aga (18. Aug) 30 paeva aikest",NA,"ee","1:1:2"
"D207",1813,"winter","1","27","27","1:1:5:3:",NA,"lv:ml:riga:","sturmisch aus W",NA,"lv","1:1:5"
